iteration,total_items_bought,consumer_spending,wholesaler_stock,retailer_stock,remaining_items
1047,248811492,2.976042079639351E8,825586,240192,125245888
1048,249050492,2.978821320184664E8,825586,1192,125484826
1049,249289492,2.9815962037434953E8,1084528,238830,125355970
1050,249528322,2.984374157143027E8,1084528,0,125594907
1051,249766322,2.987148135577331E8,826508,239760,125723970
1052,250005322,2.989937773308634E8,826508,760,125962907
1053,250244322,2.9927298519242054E8,1085752,239256,125833471
1054,250483322,2.995522919585789E8,1085752,256,126072409
1055,250721322,2.998304212995402E8,822644,239164,126204446
1056,250960322,3.0010967761617047E8,822644,164,126443379
1057,251199322,3.0038889992338437E8,1085028,237960,126312726
1058,251438322,3.006681011652032E8,844524,239464,126551660
1059,251676322,3.0094613051969147E8,844524,1464,126790598
1060,251915322,3.012253364584525E8,1055544,236384,126687058
1061,252154322,3.01504596431755E8,814026,238902,126925996
1062,252392322,3.01782761926854E8,814026,902,127164930
1063,252631322,3.0206214767934376E8,1095260,238548,127024927
1064,252870322,3.023415697991461E8,856538,238270,127263860
1065,253109322,3.026210098512217E8,818498,239330,127401787
1066,253347322,3.028992660859386E8,818498,1330,127640721
1067,253586322,3.031786746082346E8,1089592,238356,127506099
1068,253825322,3.0345806786535364E8,850384,238564,127745036
1069,254064322,3.037374433391792E8,821288,238560,127879019
1070,254302322,3.0401563326945883E8,853316,240292,127982076
1071,254541322,3.042949828898955E8,853316,1292,128221010
1072,254780322,3.0457432327281445E8,1053834,238114,128121778
1073,255018436,3.048526217814697E8,1053834,0,128360708
1074,255256436,3.051335266864463E8,860650,240624,128456926
1075,255495436,3.0541813964104676E8,860650,1624,128695860
1076,255734436,3.057044747570099E8,1047954,238560,128603177
1077,255973436,3.0599185542847496E8,808052,239462,128842110
1078,256211436,3.062786217382938E8,808052,1462,129081047
1079,256450436,3.0656691667772156E8,1102956,239118,128934201
1080,256689436,3.0685536663701284E8,1102956,118,129173139
1081,256927436,3.071426748007228E8,807972,239762,129320746
1082,257166436,3.074312251528954E8,807972,762,129559679
1083,257405436,3.0771979329828054E8,1101734,238620,129413306
1084,257644056,3.0800790214067197E8,1101734,0,129652240
1085,257882056,3.082953138950863E8,811390,240284,129797208
1086,258121056,3.085839970522928E8,811390,1284,130036138
1087,258360056,3.0887274607493687E8,1097890,238644,129893646
1088,258599056,3.091615416842108E8,859042,238492,130132580
1089,258837056,3.094491597507038E8,810662,239052,130276427
1090,259076056,3.097380065490759E8,810662,52,130515360
1091,259315056,3.100268653216756E8,1104474,239800,130368017
1092,259554056,3.1031573537638545E8,1104474,800,130606951
1093,259792056,3.1060341315829515E8,810396,240918,130753869
1094,260031056,3.108923122420436E8,810396,1918,130992806
1095,260270056,3.111812199895663E8,1092602,237232,130853479
1096,260508056,3.114689244846581E8,851540,240294,131092416
1097,260747056,3.117578414538671E8,851540,1294,131331350
1098,260986056,3.1204677395018125E8,1059700,239134,131227788
1099,261225056,3.123357198262291E8,819486,240348,131466718
1100,261463056,3.126234693674861E8,819486,2348,131705656
1101,261702056,3.129124986304064E8,1094298,240036,131568840
1102,261941056,3.132015889255019E8,1094298,1036,131807777
1103,262180056,3.1348652474763304E8,816302,238912,131947270
1104,262418056,3.137668117286707E8,816302,912,132186207
1105,262657056,3.1404592425038475E8,1092664,238470,132048681
1106,262896056,3.1432363111775774E8,852486,239648,132287619
1107,263135056,3.146005336176754E8,852486,648,132526556
1108,263373056,3.1487584029260826E8,1053960,238774,132426689
1109,263611830,3.1515157060711735E8,1053960,0,132665626
1110,263850830,3.1542722484396195E8,855622,238398,132765030
1111,264089830,3.1570264412131715E8,815388,238352,132904608
1112,264327830,3.159767670793582E8,853300,238760,133005378
1113,264566830,3.1625192019228107E8,819970,239010,133141356
1114,264805830,3.165270286754954E8,819970,10,133380290
1115,265043830,3.168009702543641E8,1084050,238010,133249187
1116,265282830,3.1707612015964043E8,845510,237550,133488120
1117,265521830,3.173505873000293E8,826986,238514,133616337
1118,265760830,3.1763288385380507E8,847778,239322,133724971
1119,265998830,3.179203237894903E8,847778,1322,133963909
1120,266237830,3.182131869827283E8,1058258,237842,133859846
1121,266476830,3.185084593994079E8,818022,239078,134098779
1122,266715830,3.1880505580290854E8,818022,78,134337716
1123,266953830,3.1910111220489734E8,1091436,239384,134201290
1124,267192830,3.1940312745815235E8,1091436,384,134440228
1125,267431830,3.197091917719235E8,812308,237032,134580898
1126,267670830,3.2001795711445737E8,858098,237862,134677026
1127,267908830,3.203270449535496E8,810152,238528,134820600
1128,268147830,3.2063797177139336E8,861142,238458,134914577
1129,268386830,3.2094930120636076E8,813726,239334,135057280
1130,268624830,3.212603918238318E8,813726,1334,135296217
1131,268863830,3.21573745149484E8,1092218,237822,135158161
1132,269102830,3.218877447904933E8,851772,239268,135397099
1133,269341830,3.222021359838854E8,851772,268,135636036
1134,269579830,3.2251542823509806E8,1059222,239818,135532469
1135,269818830,3.228301551003138E8,1059222,818,135771406
1136,270057830,3.231449449709722E8,846664,237676,135878690
1137,270296830,3.2345975343101966E8,820362,237178,136011528
1138,270534830,3.237732804909413E8,852250,239450,136114378
1139,270773830,3.2408815337647516E8,852250,450,136353316
1140,271012830,3.244028561982747E8,1064226,240234,136246870
1141,271251830,3.2471725382370937E8,1064226,1234,136485807
1142,271489830,3.250300963920814E8,850234,240926,136592890
1143,271728830,3.253440801206194E8,850234,1926,136831827
1144,271967830,3.2565795350943214E8,1054832,237748,136731051
1145,272206830,3.259712690666061E8,815988,237592,136969989
1146,272444830,3.262827957254934E8,858660,240060,137067356
1147,272683830,3.265953109908747E8,858660,1060,137306289
1148,272922830,3.269076338815627E8,1044454,237046,137214836
1149,273160830,3.2721854141996324E8,803512,239988,137453770
1150,273399830,3.27530849000331E8,803512,988,137692708
1151,273638830,3.2784310722372067E8,1101980,237620,137544588
1152,273877830,3.2815538538034904E8,861714,238886,137783526
1153,274115830,3.284663846996322E8,814406,240754,137926180
1154,274354830,3.287788471161465E8,814406,1754,138165117
1155,274593830,3.290914447670967E8,1092976,238284,138027000
1156,274832830,3.294042316539006E8,853410,238850,138265937
1157,275070830,3.297158212145473E8,853410,850,138504871
1158,275309830,3.300288633103325E8,1057964,239056,138402929
1159,275548830,3.3034186901345795E8,1057964,56,138641866
1160,275787830,3.3065480276540554E8,855258,239322,138743019
1161,276025830,3.309663698631004E8,855258,1322,138981956
1162,276264830,3.312792087160088E8,1059036,239904,138880210
1163,276503830,3.315920253922054E8,1059036,904,139119148
1164,276741830,3.3190366368372315E8,854108,240512,139221738
1165,276980830,3.3221438204564035E8,854108,1512,139460676
1166,277219830,3.3252335143832904E8,1057690,239330,139359410
1167,277458830,3.328311925731929E8,1057690,330,139598347
1168,277696830,3.33137082886254E8,849100,238780,139703350
1169,277935610,3.3344320374810714E8,849100,0,139942287
1170,278174610,3.3374903293094194E8,1062132,238808,139835801
1171,278413418,3.340538991172275E8,1062132,0,140074739
1172,278651418,3.3435656164786834E8,852302,240610,140179286
1173,278890418,3.346595047107371E8,852302,1610,140418219
1174,279129418,3.349617910767081E8,1063018,240234,140312986
1175,279368418,3.352636772045834E8,1063018,1234,140551920
1176,279606418,3.355636184457767E8,843636,238976,140662678
1177,279845394,3.3586425376976264E8,843636,0,140901608
1178,280084394,3.3616497292162967E8,1065156,238200,140791186
1179,280322594,3.364648404985957E8,1065156,0,141030120
1180,280560594,3.3676458496171933E8,840020,238296,141143477
1181,280799594,3.370651125387562E8,832588,238728,141266410
1182,281038322,3.373649468426755E8,832588,0,141505347
1183,281276322,3.3765453180083615E8,1076846,239362,141383471
1184,281515322,3.3792961030324763E8,1076846,362,141622409
1185,281754322,3.3819276417254716E8,833940,238788,141744086
1186,281993110,3.38448821657148E8,833940,0,141983019
1187,282231110,3.3870026229443836E8,1074796,239184,141862936
1188,282470110,3.3895049193162644E8,835152,239828,142101870
1189,282709110,3.391994215258164E8,835152,828,142340808
1190,282948110,3.394476596577619E8,1073026,238254,142222588
1191,283186110,3.396944740779029E8,834754,238526,142461526
1192,283424636,3.399416023995354E8,834754,0,142700460
1193,283663636,3.4018961126955557E8,1080674,239860,142577007
1194,283902636,3.4043798336785007E8,1080674,860,142815940
1195,284140636,3.4068773366653603E8,835030,241144,142938557
1196,284379636,3.4093998618211514E8,835030,2144,143177491
1197,284618636,3.411936895607319E8,1072350,238384,143060149
1198,284856636,3.4144737560970366E8,833028,239706,143299086
1199,285095636,3.417027771804298E8,833028,706,143538019
1200,285334636,3.4195855876427215E8,1073104,237710,143418916
1201,285573636,3.4221455199250346E8,831948,239866,143657850
1202,285811636,3.424694026575024E8,831948,1866,143896788
1203,286050636,3.4272537778924763E8,1077920,238934,143774698
1204,286289570,3.429813597390865E8,1077920,0,144013636
1205,286528570,3.432374714977523E8,831070,238250,144137370
1206,286766570,3.434925491421427E8,838536,238964,144253217
1207,287005570,3.4374873699347895E8,836052,239388,144373680
1208,287244570,3.4400504237128913E8,836052,388,144612617
1209,287483570,3.442686166478225E8,1068456,237224,144497431
1210,287721570,3.4453573765562177E8,828864,238816,144736369
1211,287960570,3.4480623623436797E8,844910,239150,144847616
1212,288199570,3.4507786442189735E8,844910,150,145086549
1213,288438570,3.453500279479197E8,1060444,237376,144979606
1214,288676570,3.456214007902131E8,822044,237776,145218540
1215,288915570,3.458938191766886E8,846834,237666,145325638
1216,289154570,3.461660753339457E8,830506,239754,145452188
1217,289392570,3.4643709174800825E8,830506,1754,145691126
1218,289631570,3.46709212423425E8,1073356,237404,145571310
1219,289870570,3.4698133690431273E8,833794,237966,145810247
1220,290109570,3.4725344858160305E8,834926,237674,145929260
1221,290347570,3.4752439078308487E8,839814,240106,146045537
1222,290586570,3.477964535107297E8,839814,1106,146284471
1223,290825570,3.48076630627209E8,1076792,240428,146165759
1224,291064570,3.483592819264891E8,1076792,1428,146404696
1225,291302570,3.4864151371438557E8,832098,239582,146527899
1226,291541570,3.489251542772415E8,832098,582,146766836
1227,291780570,3.4920886698922396E8,1076664,238336,146645110
1228,292019570,3.494926134173378E8,837476,238524,146884048
1229,292257570,3.4977511879795945E8,833568,239392,147005498
1230,292496570,3.500587390787008E8,833568,392,147244436
1231,292735570,3.5034227383432424E8,1073142,237778,147125390
1232,292973570,3.5061673535818595E8,832488,240432,147364327
1233,293212570,3.508855897569247E8,832488,1432,147603260
1234,293451570,3.511493826379055E8,1079950,239470,147479947
1235,293690570,3.514099722616879E8,1079950,470,147718881
1236,293928570,3.516675119558338E8,825514,238486,147847029
1237,294167570,3.5192500470977914E8,844158,238042,147957366
1238,294406570,3.521818685110705E8,827654,238466,148084839
1239,294645570,3.524384099516598E8,849750,239970,148192476
1240,294883570,3.5269378882534355E8,849750,1970,148431410
1241,295122570,3.529503238131202E8,1055190,237730,148330248
1242,295361570,3.532075835617012E8,816042,237878,148569178
1243,295600570,3.5346807453463054E8,854206,238034,148669456
1244,295838570,3.537302414965278E8,814128,238592,148809150
1245,296077162,3.5399533452680826E8,814128,0,149048087
1246,296316162,3.542623721076527E8,1098042,239046,148906040
1247,296555162,3.5453132981982493E8,1098042,46,149144977
1248,296793162,3.5480064182926524E8,810292,239096,149289261
1249,297032162,3.550720415250311E8,810292,96,149528199
1250,297271162,3.553438934732009E8,1094136,237132,149387196
1251,297509162,3.556148246913008E8,853994,239274,149626129
1252,297748162,3.5588699070683736E8,853994,274,149865066
1253,297987162,3.5615895462023705E8,1061488,239940,149760920
1254,298226162,3.5643071729368705E8,1061488,940,149999858
1255,298464162,3.5670173167996866E8,847518,239490,150107498
1256,298703162,3.569743276504723E8,847518,490,150346436
1257,298942162,3.572476019231931E8,1063810,238958,150238490
1258,299181120,3.5752138688430107E8,1063810,0,150477427
1259,299419120,3.577944693185895E8,841582,238348,150589300
1260,299658120,3.5806871905268407E8,835286,239804,150711157
1261,299897120,3.5834291660444564E8,835286,804,150950091
1262,300136120,3.586146993851271E8,1071748,237962,150832719
1263,300374082,3.588831525401615E8,1071748,0,151071656
1264,300613082,3.5915129126444983E8,836264,238004,151189829
1265,300852082,3.594185178071723E8,832656,237732,151311206
1266,301091082,3.5968736145024484E8,834854,237314,151429750
1267,301329082,3.59956933488191E8,837012,239296,151547618
1268,301568082,3.602290110587809E8,837012,296,151786548
1269,301807082,3.605019496838705E8,1072400,238428,151669226
1270,302045082,3.607742358331129E8,833822,239006,151908160
1271,302284082,3.610472650827678E8,833822,6,152147097
1272,302523082,3.6131981335133225E8,1070104,236984,152029900
1273,302762082,3.6159143705725753E8,829452,238636,152268837
1274,303000082,3.618610483098259E8,844642,240186,152380401
1275,303239082,3.621311710671416E8,844642,1186,152619339
1276,303478082,3.624006196115501E8,1062006,237962,152511706
1277,303716044,3.626684214080077E8,1062006,0,152750639
1278,303954044,3.6293596493816614E8,846802,239204,152858576
1279,304193044,3.6320458695475376E8,846802,204,153097510
1280,304432044,3.6347314992285335E8,1065818,239208,152987938
1281,304671044,3.63741668998853E8,1065818,208,153226868
1282,304909044,3.6400903844579995E8,845708,239938,153336996
1283,305148044,3.642772347431226E8,845708,938,153575930
1284,305387044,3.64545085406141E8,1062416,238270,153468347
1285,305625044,3.6481156286780405E8,823126,239560,153707280
1286,305864044,3.650793711506247E8,823126,560,153946217
1287,306103044,3.6534822695400685E8,1087506,238800,153814341
1288,306341844,3.656177529919722E8,1087506,0,154053279
1289,306579844,3.658869618054614E8,826006,240380,154183776
1290,306818844,3.661576532270968E8,826006,1380,154422709
1291,307057844,3.664285467389886E8,1079468,237718,154297246
1292,307296844,3.6669901969246876E8,841182,237004,154536180
1293,307534844,3.669679357023167E8,832942,239784,154658848
1294,307773844,3.6723767999945766E8,832942,784,154897778
1295,308012844,3.6750429229407835E8,1074008,237938,154778106
1296,308251844,3.6777487539540076E8,835660,237286,155017040
1297,308489844,3.6804843737710255E8,836310,239316,155135637
1298,308728844,3.6832673378339225E8,836310,316,155374570
1299,308967844,3.6860743065138376E8,1069348,237498,155258897
1300,309206844,3.688895750318383E8,829454,238392,155497831
1301,309444844,3.691708469502663E8,829454,392,155736769
